Timeseries computed from GloSAT.prelim01_reqSD_alternativegrid-178101-201912
Units: K anomalies from 1961-1990 reference period mean
Missing value:      -9.99900

 Year Month   Global      NH      SH
  2009     5   0.643   0.696   0.536
  2009     6   0.682   0.716   0.614
  2009     7   0.656   0.683   0.602
  2009     8   0.822   0.778   0.911
  2009     9   1.031   1.137   0.818
  2009    10   0.791   0.937   0.497
  2009    11   0.914   0.962   0.817
  2009    12   0.671   0.716   0.583
  2010     1   0.903   1.027   0.655
  2010     2   1.047   1.165   0.811
  2010     3   1.185   1.354   0.845
  2010     4   1.156   1.425   0.619
  2010     5   1.022   1.169   0.728
  2010     6   0.971   1.130   0.654
  2010     7   0.956   1.184   0.501
  2010     8   0.904   1.181   0.349
  2010     9   0.837   0.940   0.632
  2010    10   1.029   1.298   0.490
  2010    11   1.331   1.863   0.268
  2010    12   0.607   0.793   0.233
  2011     1   0.656   0.772   0.424
  2011     2   0.519   0.650   0.255
  2011     3   0.730   1.043   0.104
  2011     4   0.914   1.262   0.219
  2011     5   0.570   0.842   0.026
  2011     6   0.804   1.051   0.309
  2011     7   0.863   1.003   0.585
  2011     8   0.862   0.976   0.635
  2011     9   0.880   1.081   0.480
  2011    10   1.054   1.380   0.401
  2011    11   0.810   0.941   0.549
  2011    12   0.957   1.280   0.311
  2012     1   0.627   0.817   0.247
  2012     2   0.563   0.738   0.212
  2012     3   0.633   0.843   0.212
  2012     4   1.070   1.524   0.160
  2012     5   1.005   1.358   0.299
  2012     6   0.983   1.342   0.265
  2012     7   0.803   1.161   0.087
  2012     8   0.867   1.030   0.541
  2012     9   0.944   1.100   0.632
  2012    10   0.991   1.133   0.708
  2012    11   1.039   1.186   0.746
  2012    12   0.443   0.305   0.719
  2013     1   0.987   1.091   0.777
  2013     2   0.887   1.117   0.425
  2013     3   0.755   0.903   0.457
  2013     4   0.702   0.806   0.495
  2013     5   0.767   0.971   0.359
  2013     6   0.958   1.013   0.846
  2013     7   0.711   0.777   0.579
  2013     8   0.788   0.896   0.572
  2013     9   0.889   0.782   1.105
  2013    10   0.964   1.097   0.700
  2013    11   1.154   1.458   0.545
  2013    12   0.913   1.058   0.624
  2014     1   1.019   1.271   0.515
  2014     2   0.614   0.830   0.181
  2014     3   1.057   1.533   0.104
  2014     4   1.098   1.440   0.413
  2014     5   1.008   1.086   0.852
  2014     6   0.873   0.971   0.677
  2014     7   0.709   0.839   0.448
  2014     8   0.850   0.991   0.567
  2014     9   0.895   0.854   0.977
  2014    10   1.052   1.106   0.944
  2014    11   0.799   0.886   0.624
  2014    12   1.121   1.437   0.489
  2015     1   1.204   1.605   0.400
  2015     2   1.194   1.475   0.633
  2015     3   1.320   1.675   0.609
  2015     4   0.941   1.237   0.347
  2015     5   0.968   1.196   0.514
  2015     6   1.051   1.219   0.714
  2015     7   0.788   0.930   0.506
  2015     8   0.952   1.051   0.753
  2015     9   1.027   1.299   0.483
  2015    10   1.288   1.376   1.110
  2015    11   1.419   1.665   0.926
  2015    12   1.733   2.129   0.941
  2016     1   1.600   1.994   0.814
  2016     2   2.134   2.703   0.995
  2016     3   1.978   2.506   0.923
  2016     4   1.630   2.035   0.818
  2016     5   1.198   1.384   0.826
  2016     6   1.109   1.415   0.497
  2016     7   1.040   1.241   0.639
  2016     8   1.286   1.430   0.996
  2016     9   1.237   1.552   0.606
  2016    10   1.032   1.206   0.683
  2016    11   1.052   1.163   0.830
  2016    12   1.166   1.356   0.787
  2017     1   1.459   1.846   0.684
  2017     2   1.686   2.149   0.760
  2017     3   1.615   2.045   0.756
  2017     4   1.153   1.533   0.393
  2017     5   0.989   1.033   0.901
  2017     6   0.920   1.083   0.593
  2017     7   1.057   1.069   1.034
  2017     8   1.067   1.144   0.912
  2017     9   1.050   1.148   0.853
  2017    10   1.124   1.205   0.962
  2017    11   1.053   1.299   0.559
  2017    12   1.359   1.711   0.656
  2018     1   1.099   1.350   0.596
  2018     2   1.153   1.446   0.566
  2018     3   1.144   1.399   0.636
  2018     4   1.188   1.188   1.187
  2018     5   0.973   1.082   0.755
  2018     6   0.944   1.095   0.641
  2018     7   1.034   1.166   0.769
  2018     8   0.887   1.033   0.596
  2018     9   0.914   1.011   0.720
  2018    10   1.169   1.351   0.804
  2018    11   0.837   0.934   0.642
  2018    12   1.176   1.306   0.915
  2019     1   1.231   1.431   0.831
  2019     2   1.230   1.476   0.739
  2019     3   1.658   2.083   0.809
  2019     4   1.418   1.706   0.841
  2019     5   0.968   1.097   0.710
  2019     6   1.182   1.426   0.695
  2019     7   1.004   1.063   0.886
  2019     8   0.982   1.160   0.626
  2019     9   1.103   1.364   0.583
  2019    10   1.297   1.497   0.895
  2019    11   1.186   1.232   1.092
  2019    12   1.618   1.875   1.104
